Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","16","Bangladesh","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1846.416377","X","International reliable sources",""
"MK","Macro Indicators","14","Barbados","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","18458.148245","X","International reliable sources",""
"MK","Macro Indicators","57","Belarus","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6814.152439","X","International reliable sources",""
"MK","Macro Indicators","255","Belgium","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","46388.205209","X","International reliable sources",""
"MK","Macro Indicators","23","Belize","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4983.310582","X","International reliable sources",""
"MK","Macro Indicators","53","Benin","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1219.515479","X","International reliable sources",""
"MK","Macro Indicators","17","Bermuda","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","119734.313506","X","International reliable sources",""
"MK","Macro Indicators","18","Bhutan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3316.191236","X","International reliable sources",""
"MK","Macro Indicators","19","Bolivia (Plurinational State of)","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3552.06876","X","International reliable sources",""
"MK","Macro Indicators","80","Bosnia and Herzegovina","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6120.156351","X","International reliable sources",""
"MK","Macro Indicators","20","Botswana","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7970.842173","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8936.360101","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","47913.516184","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","31086.329196","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9844.65467","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","786.895614","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","292.139142","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3603.782576","X","International reliable sources",""
"MK","Macro Indicators","115","Cambodia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1643.641451","X","International reliable sources",""
"MK","Macro Indicators","32","Cameroon","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1507.450172","X","International reliable sources",""
"MK","Macro Indicators","33","Canada","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","46550.335507","X","International reliable sources",""
"MK","Macro Indicators","36","Cayman Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","91389.352439","X","International reliable sources",""
"MK","Macro Indicators","37","Central African Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","467.673136","X","International reliable sources",""
"MK","Macro Indicators","39","Chad","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","706.825833","X","International reliable sources",""
"MK","Macro Indicators","40","Chile","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","14741.711597","X","International reliable sources",""
"MK","Macro Indicators","351","China","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","10195.736594","Fc","Calculated data",""
"MK","Macro Indicators","96","China, Hong Kong SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","49179.751067","X","International reliable sources",""
"MK","Macro Indicators","128","China, Macao SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","86118.106459","X","International reliable sources",""
"MK","Macro Indicators","41","China, mainland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9959.637355","X","International reliable sources",""
"MK","Macro Indicators","44","Colombia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6424.979431","X","International reliable sources",""
"MK","Macro Indicators","45","Comoros","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1401.550515","X","International reliable sources",""
"MK","Macro Indicators","46","Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2327.854806","X","International reliable sources",""
"MK","Macro Indicators","47","Cook Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","20332.551756","X","International reliable sources",""
"MK","Macro Indicators","48","Costa Rica","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","12669.706175","X","International reliable sources",""
"MK","Macro Indicators","107","Côte d'Ivoire","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2276.340329","X","International reliable sources",""
"MK","Macro Indicators","98","Croatia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","15070.610877","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9125.879485","X","International reliable sources",""
"MK","Macro Indicators","279","Curaçao","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","18980.123691","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","29659.349246","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","23621.769604","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","639.55639","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","545.216282","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","60216.357595","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3252.320409","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8516.280039","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8282.123087","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6222.522862","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3161.324684","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4167.729159","X","International reliable sources",""
"MK","Macro Indicators","61","Equatorial Guinea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8419.908202","X","International reliable sources",""
"MK","Macro Indicators","178","Eritrea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","566.711679","X","International reliable sources",""
"MK","Macro Indicators","63","Estonia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","23419.18198","X","International reliable sources",""
"MK","Macro Indicators","209","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3894.197619","X","International reliable sources",""
"MK","Macro Indicators","238","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","825.865015","X","International reliable sources",""
"MK","Macro Indicators","66","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6175.892917","X","International reliable sources",""
"MK","Macro Indicators","67","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","48585.483016","X","International reliable sources",""
"MK","Macro Indicators","68","France","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","40516.996615","X","International reliable sources",""
"MK","Macro Indicators","70","French Polynesia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","22078.072132","X","International reliable sources",""
"MK","Macro Indicators","74","Gabon","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7766.992804","X","International reliable sources",""
"MK","Macro Indicators","75","Gambia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","769.198872","X","International reliable sources",""
"MK","Macro Indicators","73","Georgia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4372.780604","X","International reliable sources",""
"MK","Macro Indicators","79","Germany","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","46557.284069","X","International reliable sources",""
"MK","Macro Indicators","81","Ghana","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2247.149748","X","International reliable sources",""
"MK","Macro Indicators","84","Greece","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19587.057271","X","International reliable sources",""
"MK","Macro Indicators","85","Greenland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","52622.572605","X","International reliable sources",""
"MK","Macro Indicators","86","Grenada","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","10834.400864","X","International reliable sources",""
"MK","Macro Indicators","89","Guatemala","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4380.749911","X","International reliable sources",""
"MK","Macro Indicators","90","Guinea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1058.143372","X","International reliable sources",""
"MK","Macro Indicators","175","Guinea-Bissau","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","688.351615","X","International reliable sources",""
"MK","Macro Indicators","91","Guyana","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6609.593401","X","International reliable sources",""
"MK","Macro Indicators","93","Haiti","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1243.603856","X","International reliable sources",""
"MK","Macro Indicators","95","Honduras","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2574.352135","X","International reliable sources",""
"MK","Macro Indicators","97","Hungary","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","16885.070887","X","International reliable sources",""
"MK","Macro Indicators","99","Iceland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","73319.963204","X","International reliable sources",""
"MK","Macro Indicators","100","India","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2114.982134","X","International reliable sources",""
"MK","Macro Indicators","101","Indonesia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4135.201528","X","International reliable sources",""
"MK","Macro Indicators","102","Iran (Islamic Republic of)","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7882.788912","X","International reliable sources",""
"MK","Macro Indicators","103","Iraq","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","5980.628489","X","International reliable sources",""
"MK","Macro Indicators","104","Ireland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","81745.514055","X","International reliable sources",""
"MK","Macro Indicators","105","Israel","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","46709.354884","X","International reliable sources",""
"MK","Macro Indicators","106","Italy","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","33185.489321","X","International reliable sources",""
"MK","Macro Indicators","109","Jamaica","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","5369.49283","X","International reliable sources",""
"MK","Macro Indicators","110","Japan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","40586.234684","X","International reliable sources",""
"MK","Macro Indicators","112","Jordan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4405.480596","X","International reliable sources",""
"MK","Macro Indicators","108","Kazakhstan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9792.622196","X","International reliable sources",""
"MK","Macro Indicators","114","Kenya","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1912.6233","X","International reliable sources",""
"MK","Macro Indicators","83","Kiribati","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1512.972242","X","International reliable sources",""
"MK","Macro Indicators","118","Kuwait","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","32371.986172","X","International reliable sources",""
"MK","Macro Indicators","113","Kyrgyzstan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1382.672572","X","International reliable sources",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2613.945064","X","International reliable sources",""
"MK","Macro Indicators","119","Latvia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","17993.397026","X","International reliable sources",""
"MK","Macro Indicators","121","Lebanon","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7811.922381","X","International reliable sources",""
"MK","Macro Indicators","122","Lesotho","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1154.539933","X","International reliable sources",""
"MK","Macro Indicators","123","Liberia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","522.999168","X","International reliable sources",""
"MK","Macro Indicators","124","Libya","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8827.836565","X","International reliable sources",""
"MK","Macro Indicators","125","Liechtenstein","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","175811.169745","X","International reliable sources",""
"MK","Macro Indicators","126","Lithuania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19820.569598","X","International reliable sources",""
"MK","Macro Indicators","256","Luxembourg","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","114004.238058","X","International reliable sources",""
"MK","Macro Indicators","129","Madagascar","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","522.989511","X","International reliable sources",""
"MK","Macro Indicators","130","Malawi","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","598.329222","X","International reliable sources",""
"MK","Macro Indicators","131","Malaysia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11414.290367","X","International reliable sources",""
"MK","Macro Indicators","132","Maldives","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","10561.664288","X","International reliable sources",""
"MK","Macro Indicators","133","Mali","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","879.12139","X","International reliable sources",""
"MK","Macro Indicators","134","Malta","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","35710.558628","X","International reliable sources",""
"MK","Macro Indicators","127","Marshall Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4076.159786","X","International reliable sources",""
"MK","Macro Indicators","136","Mauritania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1743.302088","X","International reliable sources",""
"MK","Macro Indicators","137","Mauritius","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11062.58346","X","International reliable sources",""
"MK","Macro Indicators","138","Mexico","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9946.016618","X","International reliable sources",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3585.297193","X","International reliable sources",""
"MK","Macro Indicators","140","Monaco","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","189506.773412","X","International reliable sources",""
"MK","Macro Indicators","141","Mongolia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4339.843236","X","International reliable sources",""
"MK","Macro Indicators","273","Montenegro","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8825.313988","X","International reliable sources",""
"MK","Macro Indicators","142","Montserrat","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","13134.822536","X","International reliable sources",""
"MK","Macro Indicators","143","Morocco","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3286.671864","X","International reliable sources",""
"MK","Macro Indicators","144","Mozambique","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","506.817256","X","International reliable sources",""
"MK","Macro Indicators","28","Myanmar","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1374.375238","X","International reliable sources",""
"MK","Macro Indicators","147","Namibia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","5037.229138","X","International reliable sources",""
"MK","Macro Indicators","148","Nauru","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","12350.926128","X","International reliable sources",""
"MK","Macro Indicators","149","Nepal","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1197.825921","X","International reliable sources",""
"MK","Macro Indicators","150","Netherlands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","53236.674668","X","International reliable sources",""
"MK","Macro Indicators","153","New Caledonia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","33379.763021","X","International reliable sources",""
"MK","Macro Indicators","156","New Zealand","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","44622.989778","X","International reliable sources",""
"MK","Macro Indicators","157","Nicaragua","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1926.697992","X","International reliable sources",""
"MK","Macro Indicators","158","Niger","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","554.099699","X","International reliable sources",""
"MK","Macro Indicators","159","Nigeria","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2361.206967","X","International reliable sources",""
"MK","Macro Indicators","154","North Macedonia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6022.218418","X","International reliable sources",""
"MK","Macro Indicators","162","Norway","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","75389.62274","X","International reliable sources",""
"MK","Macro Indicators","221","Oman","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","15343.062004","X","International reliable sources",""
"MK","Macro Indicators","165","Pakistan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1168.643097","X","International reliable sources",""
"MK","Macro Indicators","180","Palau","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","15572.490338","X","International reliable sources",""
"MK","Macro Indicators","299","Palestine","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3439.481112","X","International reliable sources",""
"MK","Macro Indicators","166","Panama","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","15727.970387","X","International reliable sources",""
"MK","Macro Indicators","168","Papua New Guinea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2829.139144","X","International reliable sources",""
"MK","Macro Indicators","169","Paraguay","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","5380.965632","X","International reliable sources",""
"MK","Macro Indicators","170","Peru","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7027.686705","X","International reliable sources",""
"MK","Macro Indicators","171","Philippines","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3485.342237","X","International reliable sources",""
"MK","Macro Indicators","173","Poland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","15764.572193","X","International reliable sources",""
"MK","Macro Indicators","174","Portugal","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","23467.879341","X","International reliable sources",""
"MK","Macro Indicators","177","Puerto Rico","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","35765.430516","X","International reliable sources",""
"MK","Macro Indicators","179","Qatar","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","62088.061828","X","International reliable sources",""
"MK","Macro Indicators","117","Republic of Korea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","32234.507491","X","International reliable sources",""
"MK","Macro Indicators","146","Republic of Moldova","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2960.812844","X","International reliable sources",""
"MK","Macro Indicators","183","Romania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","12903.993529","X","International reliable sources",""
"MK","Macro Indicators","185","Russian Federation","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11567.996132","X","International reliable sources",""
"MK","Macro Indicators","184","Rwanda","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","820.267328","X","International reliable sources",""
"MK","Macro Indicators","188","Saint Kitts and Nevis","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19777.580052","X","International reliable sources",""
"MK","Macro Indicators","189","Saint Lucia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11591.403209","X","International reliable sources",""
"MK","Macro Indicators","191","Saint Vincent and the Grenadines","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7457.509504","X","International reliable sources",""
"MK","Macro Indicators","244","Samoa","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4298.591718","X","International reliable sources",""
"MK","Macro Indicators","192","San Marino","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","47732.772009","X","International reliable sources",""
"MK","Macro Indicators","193","Sao Tome and Principe","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2002.423257","X","International reliable sources",""
"MK","Macro Indicators","194","Saudi Arabia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","23139.798657","X","International reliable sources",""
"MK","Macro Indicators","195","Senegal","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1430.148051","X","International reliable sources",""
"MK","Macro Indicators","272","Serbia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7364.953767","X","International reliable sources",""
"MK","Macro Indicators","196","Seychelles","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","16194.858316","X","International reliable sources",""
"MK","Macro Indicators","197","Sierra Leone","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","527.533632","X","International reliable sources",""
"MK","Macro Indicators","200","Singapore","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","64503.102111","X","International reliable sources",""
"MK","Macro Indicators","280","Sint Maarten (Dutch part)","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","25569.490931","X","International reliable sources",""
"MK","Macro Indicators","199","Slovakia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19293.407518","X","International reliable sources",""
"MK","Macro Indicators","198","Slovenia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","26064.403987","X","International reliable sources",""
"MK","Macro Indicators","25","Solomon Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2344.134222","X","International reliable sources",""
"MK","Macro Indicators","201","Somalia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","118.605674","X","International reliable sources",""
"MK","Macro Indicators","202","South Africa","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6001.389576","X","International reliable sources",""
"MK","Macro Indicators","277","South Sudan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1486.36853","X","International reliable sources",""
"MK","Macro Indicators","203","Spain","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","29806.208566","X","International reliable sources",""
"MK","Macro Indicators","38","Sri Lanka","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3938.847521","X","International reliable sources",""
"MK","Macro Indicators","276","Sudan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","815.060101","X","International reliable sources",""
"MK","Macro Indicators","207","Suriname","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6840.885162","X","International reliable sources",""
"MK","Macro Indicators","210","Sweden","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","53194.436877","X","International reliable sources",""
"MK","Macro Indicators","211","Switzerland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","85169.060062","X","International reliable sources",""
"MK","Macro Indicators","212","Syrian Arab Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1558.084651","X","International reliable sources",""
"MK","Macro Indicators","208","Tajikistan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","890.547995","X","International reliable sources",""
"MK","Macro Indicators","216","Thailand","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7817.008104","X","International reliable sources",""
"MK","Macro Indicators","176","Timor-Leste","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1583.714827","X","International reliable sources",""
"MK","Macro Indicators","217","Togo","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","853.009121","X","International reliable sources",""
"MK","Macro Indicators","219","Tonga","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4865.492154","X","International reliable sources",""
"MK","Macro Indicators","220","Trinidad and Tobago","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","17123.284319","X","International reliable sources",""
"MK","Macro Indicators","222","Tunisia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3351.535945","X","International reliable sources",""
"MK","Macro Indicators","223","Türkiye","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9121.483249","X","International reliable sources",""
