Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","13","Bahrain","5622","Import Value","1057","Chickens","2019","2019","1000 US$","347","","Official data"
"TCL","Crops and livestock products","13","Bahrain","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","","","Official data"
"TCL","Crops and livestock products","13","Bahrain","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","","","Official data"
"TCL","Crops and livestock products","13","Bahrain","5922","Export Value","1057","Chickens","2019","2019","1000 US$","","","Official data"
"TCL","Crops and livestock products","16","Bangladesh","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","3952","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","16","Bangladesh","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","120","","Official data"
"TCL","Crops and livestock products","16","Bangladesh","5622","Import Value","1057","Chickens","2019","2019","1000 US$","25271","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","14","Barbados","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","56","","Official data"
"TCL","Crops and livestock products","14","Barbados","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","34","","Official data"
"TCL","Crops and livestock products","14","Barbados","5922","Export Value","1057","Chickens","2019","2019","1000 US$","894","","Official data"
"TCL","Crops and livestock products","57","Belarus","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","698","","Official data"
"TCL","Crops and livestock products","57","Belarus","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","868","","Official data"
"TCL","Crops and livestock products","57","Belarus","5622","Import Value","1057","Chickens","2019","2019","1000 US$","16892","","Official data"
"TCL","Crops and livestock products","57","Belarus","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","27","","Official data"
"TCL","Crops and livestock products","57","Belarus","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","33","","Official data"
"TCL","Crops and livestock products","57","Belarus","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1433","","Official data"
"TCL","Crops and livestock products","255","Belgium","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","144515","","Official data"
"TCL","Crops and livestock products","255","Belgium","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","218735","","Official data"
"TCL","Crops and livestock products","255","Belgium","5622","Import Value","1057","Chickens","2019","2019","1000 US$","193728","","Official data"
"TCL","Crops and livestock products","255","Belgium","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","148437","","Official data"
"TCL","Crops and livestock products","255","Belgium","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","119335","","Official data"
"TCL","Crops and livestock products","255","Belgium","5922","Export Value","1057","Chickens","2019","2019","1000 US$","159813","","Official data"
"TCL","Crops and livestock products","23","Belize","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","12","","Official data"
"TCL","Crops and livestock products","23","Belize","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","15","","Official data"
"TCL","Crops and livestock products","23","Belize","5622","Import Value","1057","Chickens","2019","2019","1000 US$","676","","Official data"
"TCL","Crops and livestock products","53","Benin","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","80","","Official data"
"TCL","Crops and livestock products","53","Benin","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","67","","Official data"
"TCL","Crops and livestock products","53","Benin","5622","Import Value","1057","Chickens","2019","2019","1000 US$","334","","Official data"
"TCL","Crops and livestock products","18","Bhutan","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","29","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","18","Bhutan","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","18","Bhutan","5622","Import Value","1057","Chickens","2019","2019","1000 US$","189","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1760","F","FAO estimate"
"TCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","96","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5622","Import Value","1057","Chickens","2019","2019","1000 US$","8487","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","80","Bosnia and Herzegovina","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","34645","","Official data"
"TCL","Crops and livestock products","80","Bosnia and Herzegovina","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","2079","","Official data"
"TCL","Crops and livestock products","80","Bosnia and Herzegovina","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3241","","Official data"
"TCL","Crops and livestock products","80","Bosnia and Herzegovina","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","4839","","Official data"
"TCL","Crops and livestock products","80","Bosnia and Herzegovina","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","290","","Official data"
"TCL","Crops and livestock products","80","Bosnia and Herzegovina","5922","Export Value","1057","Chickens","2019","2019","1000 US$","786","","Official data"
"TCL","Crops and livestock products","20","Botswana","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1374","","Official data"
"TCL","Crops and livestock products","20","Botswana","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","1385","","Official data"
"TCL","Crops and livestock products","20","Botswana","5622","Import Value","1057","Chickens","2019","2019","1000 US$","4531","","Official data"
"TCL","Crops and livestock products","20","Botswana","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","0","","Official data"
"TCL","Crops and livestock products","20","Botswana","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","20","Botswana","5922","Export Value","1057","Chickens","2019","2019","1000 US$","0","","Official data"
"TCL","Crops and livestock products","21","Brazil","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1","","Official data"
"TCL","Crops and livestock products","21","Brazil","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","2","","Official data"
"TCL","Crops and livestock products","21","Brazil","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3967","","Official data"
"TCL","Crops and livestock products","21","Brazil","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","22200","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","21","Brazil","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","1047","","Official data"
"TCL","Crops and livestock products","21","Brazil","5922","Export Value","1057","Chickens","2019","2019","1000 US$","84406","","Official data"
"TCL","Crops and livestock products","26","Brunei Darussalam","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1805","","Official data"
"TCL","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","26","Brunei Darussalam","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1564","","Official data"
"TCL","Crops and livestock products","27","Bulgaria","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2543","","Official data"
"TCL","Crops and livestock products","27","Bulgaria","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","120","","Official data"
"TCL","Crops and livestock products","27","Bulgaria","5622","Import Value","1057","Chickens","2019","2019","1000 US$","6250","","Official data"
"TCL","Crops and livestock products","27","Bulgaria","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","26480","","Official data"
"TCL","Crops and livestock products","27","Bulgaria","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","1973","","Official data"
"TCL","Crops and livestock products","27","Bulgaria","5922","Export Value","1057","Chickens","2019","2019","1000 US$","10549","","Official data"
"TCL","Crops and livestock products","233","Burkina Faso","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1480","","Official data"
"TCL","Crops and livestock products","233","Burkina Faso","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","89","","Official data"
"TCL","Crops and livestock products","233","Burkina Faso","5622","Import Value","1057","Chickens","2019","2019","1000 US$","528","","Official data"
"TCL","Crops and livestock products","29","Burundi","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","11","","Official data"
"TCL","Crops and livestock products","29","Burundi","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","10","","Official data"
"TCL","Crops and livestock products","29","Burundi","5622","Import Value","1057","Chickens","2019","2019","1000 US$","160","","Official data"
"TCL","Crops and livestock products","35","Cabo Verde","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","163","","Official data"
"TCL","Crops and livestock products","35","Cabo Verde","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","10","","Official data"
"TCL","Crops and livestock products","35","Cabo Verde","5622","Import Value","1057","Chickens","2019","2019","1000 US$","258","","Official data"
"TCL","Crops and livestock products","115","Cambodia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","91","","Official data"
"TCL","Crops and livestock products","115","Cambodia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","106","","Official data"
"TCL","Crops and livestock products","115","Cambodia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1321","","Official data"
"TCL","Crops and livestock products","32","Cameroon","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1444","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","32","Cameroon","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","66","","Official data"
"TCL","Crops and livestock products","32","Cameroon","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3239","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","33","Canada","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","27697","","Official data"
"TCL","Crops and livestock products","33","Canada","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","33","Canada","5622","Import Value","1057","Chickens","2019","2019","1000 US$","55688","","Official data"
"TCL","Crops and livestock products","33","Canada","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","3659","","Official data"
"TCL","Crops and livestock products","33","Canada","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","33","Canada","5922","Export Value","1057","Chickens","2019","2019","1000 US$","16132","","Official data"
"TCL","Crops and livestock products","37","Central African Republic","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","174","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","37","Central African Republic","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","6","","Official data"
"TCL","Crops and livestock products","37","Central African Republic","5622","Import Value","1057","Chickens","2019","2019","1000 US$","225","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","39","Chad","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","203","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","39","Chad","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","8","","Official data"
"TCL","Crops and livestock products","39","Chad","5622","Import Value","1057","Chickens","2019","2019","1000 US$","190","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","40","Chile","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","644","","Official data"
"TCL","Crops and livestock products","40","Chile","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","40","Chile","5622","Import Value","1057","Chickens","2019","2019","1000 US$","7650","","Official data"
"TCL","Crops and livestock products","351","China","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","6884","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TCL","Crops and livestock products","351","China","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","109","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TCL","Crops and livestock products","351","China","5622","Import Value","1057","Chickens","2019","2019","1000 US$","62869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TCL","Crops and livestock products","351","China","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","105","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TCL","Crops and livestock products","351","China","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","129","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TCL","Crops and livestock products","351","China","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1340","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TCL","Crops and livestock products","96","China, Hong Kong SAR","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","3151","","Official data"
"TCL","Crops and livestock products","96","China, Hong Kong SAR","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","96","China, Hong Kong SAR","5622","Import Value","1057","Chickens","2019","2019","1000 US$","1127","","Official data"
"TCL","Crops and livestock products","128","China, Macao SAR","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2800","F","FAO estimate"
"TCL","Crops and livestock products","128","China, Macao SAR","5622","Import Value","1057","Chickens","2019","2019","1000 US$","17000","F","FAO estimate"
"TCL","Crops and livestock products","41","China, mainland","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","68","","Official data"
"TCL","Crops and livestock products","41","China, mainland","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","84","","Official data"
"TCL","Crops and livestock products","41","China, mainland","5622","Import Value","1057","Chickens","2019","2019","1000 US$","39360","","Official data"
"TCL","Crops and livestock products","41","China, mainland","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","105","","Official data"
"TCL","Crops and livestock products","41","China, mainland","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","129","","Official data"
"TCL","Crops and livestock products","41","China, mainland","5922","Export Value","1057","Chickens","2019","2019","1000 US$","1340","","Official data"
"TCL","Crops and livestock products","214","China, Taiwan Province of","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","865","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","214","China, Taiwan Province of","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","25","","Official data"
"TCL","Crops and livestock products","214","China, Taiwan Province of","5622","Import Value","1057","Chickens","2019","2019","1000 US$","5382","","Official data"
"TCL","Crops and livestock products","44","Colombia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1087","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","44","Colombia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","39","","Official data"
"TCL","Crops and livestock products","44","Colombia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","16052","","Official data"
"TCL","Crops and livestock products","44","Colombia","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","855","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","44","Colombia","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","23","","Official data"
"TCL","Crops and livestock products","44","Colombia","5922","Export Value","1057","Chickens","2019","2019","1000 US$","2085","","Official data"
"TCL","Crops and livestock products","45","Comoros","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2","","Official data"
"TCL","Crops and livestock products","45","Comoros","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","2","","Official data"
"TCL","Crops and livestock products","45","Comoros","5622","Import Value","1057","Chickens","2019","2019","1000 US$","14","","Official data"
"TCL","Crops and livestock products","46","Congo","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","285","","Official data"
"TCL","Crops and livestock products","46","Congo","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","17","","Official data"
"TCL","Crops and livestock products","46","Congo","5622","Import Value","1057","Chickens","2019","2019","1000 US$","191","","Official data"
"TCL","Crops and livestock products","46","Congo","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","2315","","Official data"
"TCL","Crops and livestock products","46","Congo","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","139","","Official data"
"TCL","Crops and livestock products","46","Congo","5922","Export Value","1057","Chickens","2019","2019","1000 US$","92","","Official data"
"TCL","Crops and livestock products","47","Cook Islands","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","0","*","Unofficial figure"
"TCL","Crops and livestock products","47","Cook Islands","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","47","Cook Islands","5622","Import Value","1057","Chickens","2019","2019","1000 US$","2","*","Unofficial figure"
"TCL","Crops and livestock products","48","Costa Rica","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1266","","Official data"
"TCL","Crops and livestock products","48","Costa Rica","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","76","","Official data"
"TCL","Crops and livestock products","48","Costa Rica","5622","Import Value","1057","Chickens","2019","2019","1000 US$","6445","","Official data"
"TCL","Crops and livestock products","48","Costa Rica","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","8897","","Official data"
"TCL","Crops and livestock products","48","Costa Rica","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","534","","Official data"
"TCL","Crops and livestock products","48","Costa Rica","5922","Export Value","1057","Chickens","2019","2019","1000 US$","6202","","Official data"
"TCL","Crops and livestock products","107","C?te d'Ivoire","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","1591","","Official data"
"TCL","Crops and livestock products","107","C?te d'Ivoire","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","95","","Official data"
"TCL","Crops and livestock products","107","C?te d'Ivoire","5622","Import Value","1057","Chickens","2019","2019","1000 US$","4701","","Official data"
"TCL","Crops and livestock products","107","C?te d'Ivoire","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","2","","Official data"
"TCL","Crops and livestock products","107","C?te d'Ivoire","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","107","C?te d'Ivoire","5922","Export Value","1057","Chickens","2019","2019","1000 US$","2","","Official data"
"TCL","Crops and livestock products","98","Croatia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","8788","","Official data"
"TCL","Crops and livestock products","98","Croatia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","3343","","Official data"
"TCL","Crops and livestock products","98","Croatia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","5916","","Official data"
"TCL","Crops and livestock products","98","Croatia","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","10084","","Official data"
"TCL","Crops and livestock products","98","Croatia","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","7732","","Official data"
"TCL","Crops and livestock products","98","Croatia","5922","Export Value","1057","Chickens","2019","2019","1000 US$","8061","","Official data"
"TCL","Crops and livestock products","50","Cyprus","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","338","","Official data"
"TCL","Crops and livestock products","50","Cyprus","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","16","","Official data"
"TCL","Crops and livestock products","50","Cyprus","5622","Import Value","1057","Chickens","2019","2019","1000 US$","745","","Official data"
"TCL","Crops and livestock products","167","Czechia","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","7539","","Official data"
"TCL","Crops and livestock products","167","Czechia","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","2776","","Official data"
"TCL","Crops and livestock products","167","Czechia","5622","Import Value","1057","Chickens","2019","2019","1000 US$","18920","","Official data"
"TCL","Crops and livestock products","167","Czechia","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","103151","","Official data"
"TCL","Crops and livestock products","167","Czechia","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","26635","","Official data"
"TCL","Crops and livestock products","167","Czechia","5922","Export Value","1057","Chickens","2019","2019","1000 US$","53121","","Official data"
"TCL","Crops and livestock products","250","Democratic Republic of the Congo","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","3079","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","250","Democratic Republic of the Congo","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","171","","Official data"
"TCL","Crops and livestock products","250","Democratic Republic of the Congo","5622","Import Value","1057","Chickens","2019","2019","1000 US$","805","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","250","Democratic Republic of the Congo","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","5","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","250","Democratic Republic of the Congo","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","1","","Official data"
"TCL","Crops and livestock products","250","Democratic Republic of the Congo","5922","Export Value","1057","Chickens","2019","2019","1000 US$","3","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","54","Denmark","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","2316","","Official data"
"TCL","Crops and livestock products","54","Denmark","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","439","","Official data"
"TCL","Crops and livestock products","54","Denmark","5622","Import Value","1057","Chickens","2019","2019","1000 US$","12117","","Official data"
"TCL","Crops and livestock products","54","Denmark","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","64337","","Official data"
"TCL","Crops and livestock products","54","Denmark","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","35910","","Official data"
"TCL","Crops and livestock products","54","Denmark","5922","Export Value","1057","Chickens","2019","2019","1000 US$","89671","","Official data"
"TCL","Crops and livestock products","55","Dominica","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","95","F","FAO estimate"
"TCL","Crops and livestock products","55","Dominica","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","6","","Official data"
"TCL","Crops and livestock products","55","Dominica","5622","Import Value","1057","Chickens","2019","2019","1000 US$","207","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","56","Dominican Republic","5609","Import Quantity","1057","Chickens","2019","2019","1000 Head","5","","Official data"
"TCL","Crops and livestock products","56","Dominican Republic","5610","Import Quantity","1057","Chickens","2019","2019","tonnes","6","","Official data"
"TCL","Crops and livestock products","56","Dominican Republic","5622","Import Value","1057","Chickens","2019","2019","1000 US$","3930","","Official data"
"TCL","Crops and livestock products","56","Dominican Republic","5909","Export Quantity","1057","Chickens","2019","2019","1000 Head","2752","","Official data"
"TCL","Crops and livestock products","56","Dominican Republic","5910","Export Quantity","1057","Chickens","2019","2019","tonnes","3285","","Official data"
"TCL","Crops and livestock products","56","Dominican Republic","5922","Export Value","1057","Chickens","2019","2019","1000 US$","9516","","Official data"
